"MASTER_ID","LONGITUDE","LATITUDE","LonUTMAlbers","LatUTMAlbers","WATER","SRTM_M","NGDC24_M","Area"
99054,-146.16835,59.56536,215.749112159454,6084.6634426995,1,-119,-120,"1"
98693,-146.73701,59.58004,183.677962149531,6084.65726042791,1,-117,-121,"1"
99055,-146.13309,59.56325,217.745734960655,6084.53876263982,1,-136,-124,"1"
98694,-146.7017,59.57808,185.674660254586,6084.53322429933,1,-118,-121,"1"
98695,-146.66639,59.57612,187.671351315412,6084.40914783978,1,-118,-122,"1"
98696,-146.63108,59.57414,189.668035311718,6084.28503104129,1,-118,-120,"1"
98697,-146.59579,59.57216,191.66471222326,6084.16087389582,1,-118,-119,"1"
98698,-146.56049,59.57016,193.661382029832,6084.0366763953,1,-112,-113,"1"
99427,-145.42425,59.53683,257.802296835032,6084.03227402477,1,-141,-150,"1"
98699,-146.5252,59.56816,195.658044711269,6083.91243853162,1,-104,-109,"1"
99428,-145.38906,59.53452,259.798799992093,6083.90674551913,1,-132,-142,"1"
98700,-146.48991,59.56614,197.65470024745,6083.78816029666,1,-91,-103,"1"
99429,-145.35389,59.5322,261.795295342328,6083.78117639861,1,-124,-135,"1"
98701,-146.45463,59.56412,199.651348618301,6083.66384168222,1,-80,-97,"1"
99430,-145.31871,59.52988,263.79178286695,6083.65556665384,1,-99,-128,"1"
98702,-146.41935,59.56209,201.64798980378,6083.5394826801,1,-68,-76,"1"
99431,-145.28354,59.52754,265.788262547217,6083.52991627542,1,-97,-123,"1"
98703,-146.38408,59.56005,203.644623783897,6083.41508328205,1,-78,-75,"1"
99432,-145.24838,59.52519,267.784734364438,6083.40422525389,1,-118,-123,"1"
98704,-146.34881,59.55799,205.641250538698,6083.29064347978,1,-55,-85,"1"
99433,-145.21322,59.52284,269.781198299963,6083.27849357979,1,-120,-128,"1"
98705,-146.31354,59.55593,207.637870048277,6083.16616326494,1,-82,-78,"1"
98350,-146.8821,59.56999,175.567073503285,6083.15739943049,1,-128,-133,"1"
99434,-145.17807,59.52047,271.777654335205,6083.15272124359,1,-118,-131,"1"
98706,-146.27828,59.55386,209.63448229277,6083.04164262922,1,-102,-101,"1"
98351,-146.84679,59.56807,177.563759468926,6083.03352259895,1,-121,-131,"1"
99435,-145.14292,59.5181,273.77410245161,6083.02690823578,1,-133,-141,"1"
98707,-146.24302,59.55178,211.631087252354,6082.91708156418,1,-97,-106,"1"
98352,-146.81148,59.56614,179.560438489058,6082.90960544865,1,-125,-129,"1"
99436,-145.10778,59.51572,275.770542630683,6082.90105454676,1,-156,-150,"1"
98708,-146.20777,59.5497,213.627684907249,6082.79248006141,1,-105,-110,"1"
98353,-146.77618,59.56421,181.557110543308,6082.78564797178,1,-130,-132,"1"
98709,-146.17252,59.5476,215.624275237723,6082.66783811244,1,-119,-118,"1"
98354,-146.74088,59.56226,183.553775611346,6082.66165016051,1,-120,-125,"1"
98710,-146.13728,59.54549,217.620858224081,6082.54315570875,1,-130,-125,"1"
98355,-146.70559,59.56031,185.550433672879,6082.53761200695,1,-119,-123,"1"
98356,-146.6703,59.55834,187.547084707663,6082.41353350318,1,-120,-124,"1"
98357,-146.63502,59.55637,189.543728695491,6082.28941464125,1,-120,-122,"1"
98358,-146.59973,59.55438,191.540365616195,6082.16525541317,1,-117,-121,"1"
98359,-146.56446,59.55239,193.536995449652,6082.04105581092,1,-112,-118,"1"
98360,-146.52919,59.55038,195.533618175776,6081.91681582643,1,-101,-104,"1"
98361,-146.49392,59.54837,197.530233774533,6081.79253545158,1,-80,-84,"1"
99077,-145.35849,59.51447,261.669534338909,6081.78555328768,1,-139,-149,"1"
98362,-146.45865,59.54635,199.526842225916,6081.66821467825,1,-68,-75,"1"
99078,-145.32333,59.51214,263.665982441666,6081.65994076192,1,-84,-137,"1"
99079,-145.28818,59.50981,265.662422720713,6081.5342875847,1,-83,-126,"1"
99080,-145.25304,59.50746,267.658855157434,6081.40859374662,1,-130,-133,"1"
99081,-145.2179,59.50511,269.655279733257,6081.28285923826,1,-132,-136,"1"
98006,-146.8859,59.55221,175.443057894551,6081.16175646426,1,-128,-149,"1"
99082,-145.18276,59.50275,271.651696429664,6081.15708405016,1,-137,-148,"1"
98007,-146.8506,59.55029,177.439703809168,6081.0378776992,1,-109,-123,"1"
98368,-146.24716,59.53402,211.506341724912,6080.92144120967,1,-81,-67,"1"
98008,-146.81532,59.54836,179.436342795375,6080.91395859607,1,-115,-121,"1"
98369,-146.21193,59.53193,213.502899588326,6080.79683741598,1,-97,-98,"1"
98009,-146.78003,59.54643,181.432974832883,6080.78999914708,1,-120,-125,"1"
98370,-146.1767,59.52983,215.499450145922,6080.67219315739,1,-109,-106,"1"
98010,-146.74475,59.54448,183.429599901443,6080.66599934447,1,-123,-128,"1"
98371,-146.14147,59.52773,217.495993378081,6080.54750842543,1,-135,-124,"1"
98011,-146.70948,59.54253,185.426217980848,6080.54195918036,1,-118,-123,"1"
98012,-146.67421,59.54056,187.422829050933,6080.41787864686,1,-116,-124,"1"
98013,-146.63894,59.53859,189.419433091564,6080.29375773609,1,-119,-122,"1"
98014,-146.60368,59.53661,191.416030082662,6080.16959644008,1,-116,-119,"1"
98015,-146.56842,59.53461,193.412620004182,6080.04539475083,1,-111,-115,"1"
98016,-146.53317,59.53261,195.409202836123,6079.92115266033,1,-98,-107,"1"
98017,-146.49792,59.5306,197.405778558521,6079.7968701605,1,-81,-96,"1"
98018,-146.46267,59.52858,199.402347151461,6079.67254724325,1,-57,-60,"1"
98019,-146.42743,59.52655,201.398908595067,6079.54818390044,1,-56,-59,"1"
98734,-145.29282,59.49207,265.536596251465,6079.53861888375,1,-85,-144,"1"
98020,-146.39219,59.52451,203.3954628695,6079.42378012389,1,-52,-51,"1"
97659,-146.85442,59.53251,177.315658769744,6079.04219226844,1,-112,-116,"1"
